"country" "taxRich" "religiousLaw" "freeElection" "helpUnemp" "armyTakesOver" "civilRights" "equalIncome" "obeyRulers" "genderEquality" "importance"
"2551" "Georgia" 7 6 7 6 4 5 4 5 3 3
"2552" "Germany" 7 1 10 8 1 10 5 1 10 10
"2553" "Kazakhstan" 5 3 7 5 4 7 6 5 4 8
"2554" "Netherlands" 7 1 10 10 6 9 8 6 8 9
"2555" "Poland" 3 3 10 5 8 8 5 4 10 10
"2556" "Romania" 10 5 10 1 10 10 10 5 10 10
"2557" "Russia" 10 1 10 10 10 10 10 10 10 10
"2558" "Slovenia" 6 1 10 8 1 10 7 7 10 8
"2559" "Spain" 6 1 10 10 1 10 6 7 10 10
"2560" "Sweden" 7 1 10 10 1 10 6 1 10 10
"2561" "Turkey" 2 5 10 10 1 1 1 8 1 10
"2562" "Ukraine" 7 6 8 7 7 6 7 8 7 6
"2563" "Belarus" 3 7 10 9 7 10 8 9 10 10
"2564" "Estonia" 1 1 10 1 1 8 1 1 8 10
"2565" "Georgia" 1 1 9 7 6 8 2 2 9 7
"2566" "Germany" 4 1 10 8 1 8 7 1 10 10
"2567" "Kazakhstan" 10 5 10 10 5 10 10 4 10 8
"2568" "Netherlands" 8 2 10 8 1 9 4 4 10 10
"2569" "Poland" 10 1 10 10 1 10 10 1 10 10
"2570" "Romania" 5 9 10 1 1 10 1 1 1 10
"2571" "Russia" 4 8 6 4 8 5 5 7 5 5
"2572" "Slovenia" 8 2 10 8 3 9 6 2 10 8
"2573" "Spain" 5 5 5 5 5 5 5 5 5 4
"2574" "Sweden" 3 1 10 7 1 8 1 1 9 6
"2575" "Turkey" 5 3 5 4 4 4 4 3 3 8
"2576" "Ukraine" 7 3 5 8 3 4 4 4 4 6
"2577" "Belarus" 5 3 8 8 7 9 8 9 10 9
"2578" "Estonia" 5 1 10 6 1 9 1 1 5 8
"2579" "Georgia" 5 2 8 9 2 9 2 2 9 10
"2580" "Germany" 10 8 9 9 1 9 6 1 9 10
"2581" "Kazakhstan" 5 4 9 9 6 9 4 3 5 10
"2582" "Netherlands" 7 5 8 8 4 8 5 7 8 8
"2583" "Poland" 10 1 10 10 10 10 10 1 10 10
"2584" "Romania" 5 3 10 10 1 10 6 4 10 9
"2585" "Russia" 8 1 9 10 7 8 10 9 10 10
"2586" "Slovenia" 10 2 10 10 5 10 1 6 10 10
"2587" "Spain" 5 3 9 8 4 9 5 5 9 7
"2588" "Sweden" 1 1 10 9 1 10 1 8 10 10
"2589" "Turkey" 10 9 10 10 10 9 9 9 9 2
"2590" "Ukraine" 5 7 4 6 5 7 4 5 5 5
"2591" "Belarus" 4 2 5 5 2 6 6 5 5 7
"2592" "Estonia" 10 1 10 10 4 10 10 6 10 10
"2593" "Georgia" 9 5 5 9 1 4 3 5 8 5
"2594" "Germany" 10 5 10 10 1 10 10 5 10 8
"2595" "Kazakhstan" 5 6 5 8 6 5 6 4 6 4
"2596" "Netherlands" 10 1 10 10 1 10 10 10 10 10
"2597" "Poland" 6 6 10 1 1 10 10 10 10 10
"2598" "Romania" 8 7 7 10 4 10 4 2 7 10
"2599" "Russia" 8 3 10 9 6 9 8 4 4 8
"2600" "Slovenia" 10 1 10 10 1 10 10 10 10 10
"2601" "Spain" 3 1 10 5 1 10 6 7 10 10
"2602" "Sweden" 8 1 10 8 1 8 7 2 10 10
"2603" "Turkey" 8 7 6 6 5 4 6 7 8 6
"2604" "Ukraine" 7 2 9 10 1 10 8 6 10 8
"2605" "Belarus" 10 1 10 2 8 10 10 5 10 8
"2606" "Estonia" 7 5 5 10 5 8 8 9 9 8
"2607" "Georgia" 3 1 10 10 5 1 1 10 10 10
"2608" "Germany" 10 1 10 10 1 10 1 1 10 10
"2609" "Kazakhstan" 1 1 10 10 1 10 10 10 10 10
"2610" "Netherlands" 8 1 8 8 3 8 7 4 10 9
"2611" "Poland" 1 2 10 1 2 8 1 7 1 7
"2612" "Romania" 3 2 4 3 2 2 2 2 3 5
"2613" "Russia" 2 1 10 10 10 10 10 10 10 10
"2614" "Slovenia" 8 2 9 6 2 6 5 3 10 10
"2615" "Spain" 1 1 10 10 1 10 8 1 10 10
"2616" "Sweden" 10 1 10 10 1 8 1 1 10 10
"2617" "Turkey" 8 3 10 10 1 10 10 2 10 10
"2618" "Ukraine" 10 1 10 1 1 10 6 1 10 10
"2619" "Belarus" 10 9 7 7 6 6 5 7 8 8
"2620" "Estonia" 8 3 9 9 3 9 9 9 9 8
"2621" "Georgia" 10 1 10 10 1 10 4 5 10 10
"2622" "Germany" 8 2 10 8 1 9 6 2 10 9
"2623" "Kazakhstan" 1 1 10 10 1 10 10 10 10 10
"2624" "Netherlands" 8 1 10 8 1 9 8 5 10 9
"2625" "Poland" 8 6 10 8 5 9 6 4 9 9
"2626" "Romania" 5 1 10 6 3 10 9 9 10 10
"2627" "Russia" 10 1 10 10 5 10 10 10 10 10
"2628" "Slovenia" 10 1 10 10 7 5 6 7 5 10
"2629" "Spain" 7 2 10 10 1 6 8 8 10 10
"2630" "Sweden" 7 1 10 10 1 8 2 7 10 10
"2631" "Turkey" 10 2 10 10 5 5 10 5 10 7
"2632" "Ukraine" 10 1 10 1 1 10 6 1 10 4
"2633" "Belarus" 2 1 10 10 3 8 7 9 10 8
"2634" "Estonia" 9 3 10 9 1 10 1 1 10 10
"2635" "Georgia" 7 2 10 2 2 2 8 2 9 10
"2636" "Germany" 10 1 10 10 1 10 10 1 10 9
"2637" "Kazakhstan" 10 1 10 10 1 10 10 10 10 1
"2638" "Netherlands" 5 1 5 10 5 5 10 7 10 8
"2639" "Poland" 6 3 8 4 1 7 2 6 6 10
"2640" "Romania" 10 10 10 10 9 10 10 10 10 10
"2641" "Russia" 6 4 5 7 7 6 7 7 8 8
"2642" "Slovenia" 5 1 10 8 1 10 6 2 10 10
"2643" "Spain" 10 5 10 10 1 9 8 9 10 10
"2644" "Sweden" 7 2 10 9 5 10 1 4 10 10
"2645" "Turkey" 7 8 7 7 7 8 7 8 7 7
"2646" "Ukraine" 10 7 8 6 7 6 5 7 7 8
"2647" "Belarus" 9 3 9 7 4 8 9 5 5 7
"2648" "Estonia" 10 8 8 8 6 6 7 7 7 10
"2649" "Georgia" 7 6 10 10 10 1 1 10 10 7
"2650" "Germany" 7 1 10 10 1 4 8 2 10 8
"2651" "Kazakhstan" 10 6 4 7 7 7 5 2 9 10
"2652" "Netherlands" 8 2 7 8 8 8 9 5 10 10
"2653" "Poland" 6 5 5 10 5 10 5 5 10 10
"2654" "Romania" 2 1 10 10 2 10 2 3 10 10
"2655" "Russia" 8 1 10 10 1 10 1 1 10 1
"2656" "Slovenia" 6 5 5 3 5 4 4 3 10 6
"2657" "Spain" 9 2 10 9 1 9 8 2 9 10
"2658" "Sweden" 9 9 9 8 4 9 5 3 9 10
"2659" "Turkey" 8 8 10 10 2 8 10 7 10 10
"2660" "Ukraine" 8 3 10 10 2 8 6 3 10 8
"2661" "Belarus" 4 8 4 6 3 4 8 4 2 8
"2662" "Estonia" 10 2 10 10 3 10 9 10 10 10
"2663" "Georgia" 4 3 8 5 5 5 4 5 9 9
"2664" "Germany" 8 1 9 7 3 3 5 2 10 10
"2665" "Kazakhstan" 7 1 10 9 1 8 3 9 10 10
"2666" "Netherlands" 1 1 10 7 1 8 3 1 10 9
"2667" "Poland" 6 1 3 3 10 10 10 1 10 5
"2668" "Romania" 7 4 9 9 5 9 6 5 9 8
"2669" "Russia" 5 4 3 6 5 4 4 6 8 6
"2670" "Slovenia" 10 6 10 10 8 10 10 5 10 10
"2671" "Spain" 10 10 10 10 1 10 10 10 10 10
"2672" "Sweden" 5 4 7 7 6 7 4 5 6 8
"2673" "Turkey" 8 2 3 4 5 5 6 8 8 8
"2674" "Ukraine" 10 1 10 10 10 10 10 1 10 6
"2675" "Belarus" 9 5 10 10 9 9 7 5 10 9
"2676" "Estonia" 7 3 7 3 1 8 9 5 10 8
"2677" "Georgia" 2 4 10 4 6 6 5 9 10 9
"2678" "Germany" 10 1 10 10 1 10 10 1 10 10
"2679" "Kazakhstan" 8 3 10 8 4 10 7 9 8 10
"2680" "Netherlands" 10 5 8 8 7 6 9 3 9 7
"2681" "Poland" 6 4 10 10 1 10 1 1 10 10
"2682" "Romania" 7 1 8 10 5 10 5 5 10 8
"2683" "Russia" 5 5 5 5 5 5 5 5 5 5
"2684" "Slovenia" 5 1 10 6 1 9 1 1 10 8
"2685" "Spain" 8 7 8 8 2 7 6 8 8 6
"2686" "Sweden" 5 1 10 6 1 8 4 6 10 10
"2687" "Turkey" 10 6 6 7 7 9 9 8 8 10
"2688" "Ukraine" 10 9 10 10 8 10 10 6 7 10
"2689" "Belarus" 5 3 10 7 3 5 6 6 10 9
"2690" "Estonia" 7 1 9 9 2 9 9 5 10 9
"2691" "Georgia" 2 9 10 1 1 6 8 5 10 10
"2692" "Germany" 3 1 10 7 1 4 4 1 10 10
"2693" "Kazakhstan" 10 7 7 9 7 6 5 7 9 9
"2694" "Netherlands" 3 1 1 5 3 9 3 5 10 8
"2695" "Poland" 8 3 9 9 3 9 1 3 10 10
"2696" "Romania" 5 1 7 6 2 7 5 1 9 10
"2697" "Russia" 7 2 10 9 5 9 5 6 6 8
"2698" "Slovenia" 7 4 7 6 4 8 7 4 5 7
"2699" "Spain" 7 1 10 10 1 10 7 6 10 10
"2700" "Sweden" 2 1 10 9 1 10 5 5 8 7
"2701" "Turkey" 10 3 10 10 5 10 10 7 10 10
"2702" "Ukraine" 6 4 7 7 3 7 7 3 7 6
"2703" "Belarus" 3 3 10 6 4 10 5 3 9 10
"2704" "Estonia" 8 4 7 8 4 7 8 5 9 9
"2705" "Georgia" 5 5 5 5 5 5 5 5 5 9
"2706" "Germany" 1 1 6 1 1 10 4 1 4 10
"2707" "Kazakhstan" 8 8 8 8 1 8 1 2 8 10
"2708" "Netherlands" 7 4 7 7 7 7 7 7 7 7
"2709" "Poland" 5 1 10 6 6 8 4 1 9 9
"2710" "Romania" 3 4 2 3 2 9 2 3 2 10
"2711" "Russia" 10 4 8 10 1 7 6 6 10 5
"2712" "Slovenia" 7 5 7 7 4 3 6 4 9 7
"2713" "Spain" 7 7 9 6 3 7 6 7 7 9
"2714" "Sweden" 8 1 10 4 1 10 1 2 10 10
"2715" "Turkey" 7 5 10 9 1 2 8 1 10 10
"2716" "Ukraine" 9 8 10 10 1 10 10 8 10 10
"2717" "Belarus" 5 1 10 10 1 10 5 1 10 10
"2718" "Estonia" 8 1 8 9 5 9 9 9 9 8
"2719" "Georgia" 10 10 10 7 8 6 8 7 10 10
"2720" "Germany" 8 1 10 1 4 10 1 1 10 10
"2721" "Kazakhstan" 4 3 10 9 2 5 9 8 8 6
"2722" "Netherlands" 3 1 7 7 4 6 4 4 8 8
"2723" "Poland" 7 5 9 4 3 10 3 5 8 8
"2724" "Romania" 10 1 10 10 10 10 10 10 10 10
"2725" "Russia" 9 3 10 10 1 10 10 5 10 5
"2726" "Slovenia" 6 1 8 8 3 7 8 5 9 6
"2727" "Spain" 10 1 10 10 1 10 7 4 10 10
"2728" "Sweden" 1 1 10 1 1 10 1 1 10 9
"2729" "Turkey" 10 1 10 1 1 1 1 10 10 10
"2730" "Ukraine" 6 3 7 9 7 8 2 5 8 10
"2731" "Belarus" 8 7 7 8 7 5 8 6 6 7
"2732" "Estonia" 10 3 10 10 7 10 8 7 9 10
"2733" "Georgia" 5 4 10 9 5 5 4 4 9 9
"2734" "Germany" 7 3 10 9 3 8 8 2 8 10
"2735" "Kazakhstan" 8 3 10 10 1 9 6 1 9 9
"2736" "Netherlands" 1 1 10 5 1 10 2 1 10 10
"2737" "Poland" 9 5 10 10 1 10 1 1 10 9
"2738" "Romania" 1 4 7 7 2 9 2 8 8 8
"2739" "Russia" 10 1 10 10 3 10 8 8 10 5
"2740" "Slovenia" 8 2 8 8 2 7 7 6 10 7
"2741" "Spain" 10 1 10 10 1 10 10 5 10 10
"2742" "Sweden" 2 2 2 2 2 2 3 2 1 5
"2743" "Turkey" 1 1 10 1 1 10 1 1 10 10
"2744" "Ukraine" 7 6 8 5 5 7 3 2 10 7
"2745" "Belarus" 3 2 9 9 1 10 9 1 10 10
"2746" "Estonia" 6 5 6 6 5 6 6 6 6 6
"2747" "Georgia" 4 5 9 9 3 8 9 9 10 10
"2748" "Germany" 5 2 5 8 6 6 8 5 9 8
"2749" "Kazakhstan" 2 4 8 5 6 5 7 10 6 6
"2750" "Netherlands" 5 1 8 5 6 7 4 5 9 10
"2751" "Poland" 3 1 10 7 1 10 1 7 10 9
"2752" "Romania" 1 1 9 7 7 10 1 2 10 10
"2753" "Russia" 4 7 10 10 3 8 8 9 10 7
"2754" "Slovenia" 8 1 10 7 10 10 4 10 10 9
"2755" "Spain" 6 1 10 5 1 5 9 5 5 10
"2756" "Sweden" 9 1 10 9 1 10 1 1 10 10
"2757" "Turkey" 10 10 10 6 9 10 10 10 10 8
"2758" "Ukraine" 10 8 7 10 7 10 10 7 10 10
"2759" "Belarus" 5 1 10 10 1 10 5 1 10 10
"2760" "Estonia" 6 6 6 6 6 6 6 6 6 5
"2761" "Georgia" 6 5 6 5 6 5 5 6 6 6
"2762" "Germany" 8 1 10 10 1 10 7 1 10 10
"2763" "Kazakhstan" 7 6 9 8 4 9 7 6 7 8
"2764" "Netherlands" 7 7 10 8 1 10 7 8 10 10
"2765" "Poland" 6 6 6 6 8 9 9 9 9 9
"2766" "Romania" 5 8 8 8 4 5 6 5 9 10
"2767" "Russia" 10 10 10 10 1 10 10 10 10 10
"2768" "Slovenia" 9 2 9 9 2 9 9 2 10 10
"2769" "Spain" 6 7 8 9 1 7 6 6 7 7
"2770" "Sweden" 10 1 10 10 1 10 5 1 10 10
"2771" "Turkey" 10 1 10 10 1 10 10 1 10 10
"2772" "Ukraine" 10 1 10 10 1 6 5 1 9 5
"2773" "Belarus" 5 5 5 5 5 5 5 5 5 5
"2774" "Estonia" 10 2 10 9 7 10 10 4 7 9
"2775" "Georgia" 2 3 7 8 2 7 5 8 10 8
"2776" "Germany" 6 1 10 10 1 10 5 1 10 10
"2777" "Kazakhstan" 9 9 7 7 9 9 7 8 10 7
"2778" "Netherlands" 5 2 9 9 2 9 6 5 10 8
"2779" "Poland" 1 6 10 7 7 7 9 3 10 10
"2780" "Romania" 5 3 10 10 10 10 10 10 10 10
"2781" "Russia" 6 5 9 10 2 10 10 9 10 10
"2782" "Slovenia" 4 1 10 10 1 5 4 4 5 10
"2783" "Spain" 8 4 10 10 1 6 8 1 10 10
"2784" "Sweden" 7 1 10 5 1 10 1 1 10 10
"2785" "Turkey" 9 5 10 6 10 10 10 8 10 6
"2786" "Ukraine" 10 10 10 10 10 10 10 10 10 10
"2787" "Belarus" 8 3 10 4 8 6 7 9 10 8
"2788" "Estonia" 9 5 8 8 1 8 7 4 8 10
"2789" "Georgia" 8 3 10 10 3 10 9 10 10 10
"2790" "Germany" 8 1 10 10 1 10 7 1 10 10
"2791" "Kazakhstan" 7 4 9 10 3 9 6 8 10 8
"2792" "Netherlands" 7 2 8 8 2 5 6 8 10 8
"2793" "Poland" 1 1 10 10 1 10 9 3 10 10
"2794" "Romania" 10 6 8 1 10 9 5 10 10 1
"2795" "Russia" 7 8 9 8 9 10 10 10 10 8
"2796" "Slovenia" 3 1 10 8 1 8 1 1 10 10
"2797" "Spain" 6 1 10 8 1 10 6 6 10 4
"2798" "Sweden" 4 1 9 7 1 9 1 7 9 9
"2799" "Turkey" 6 7 8 3 6 6 7 6 8 10
"2800" "Ukraine" 10 1 10 10 5 10 10 3 10 10
"2801" "Belarus" 10 5 7 10 1 1 8 5 10 3
"2802" "Estonia" 10 3 4 8 4 5 10 4 5 10
"2803" "Georgia" 10 1 10 10 10 10 10 10 10 10
"2804" "Germany" 7 1 10 10 1 8 2 1 10 10
"2805" "Kazakhstan" 10 1 10 10 1 10 8 8 10 10
"2806" "Netherlands" 10 1 10 9 1 10 2 3 10 10
"2807" "Poland" 7 5 10 4 2 7 6 5 8 7
"2808" "Romania" 1 3 10 5 5 10 10 10 10 10
"2809" "Russia" 7 7 6 6 7 7 7 7 7 8
"2810" "Slovenia" 9 1 9 8 1 9 6 1 8 9
"2811" "Spain" 8 7 7 8 1 7 7 8 9 7
"2812" "Sweden" 7 2 7 8 1 9 8 1 9 7
"2813" "Turkey" 10 5 10 2 2 8 2 8 4 7
"2814" "Ukraine" 9 3 10 9 3 9 9 2 9 9
"2815" "Belarus" 6 5 10 4 5 6 7 6 10 9
"2816" "Estonia" 9 4 8 9 4 10 10 6 9 7
"2817" "Georgia" 9 2 9 9 2 9 2 4 9 10
"2818" "Germany" 7 4 7 5 9 10 10 3 9 10
"2819" "Kazakhstan" 10 7 6 10 10 5 3 6 1 10
"2820" "Netherlands" 6 5 7 6 5 7 6 5 8 7
"2821" "Poland" 10 1 10 10 10 10 10 10 10 10
"2822" "Romania" 1 2 10 5 1 10 1 1 10 5
"2823" "Russia" 10 1 8 10 8 9 8 9 8 5
"2824" "Slovenia" 8 2 10 9 5 10 10 5 10 8
"2825" "Spain" 9 7 9 5 4 8 5 4 4 10
"2826" "Sweden" 8 1 10 9 2 10 3 2 10 9
"2827" "Turkey" 10 1 8 9 10 10 10 10 8 9
"2828" "Ukraine" 10 1 10 10 5 10 6 3 10 9
"2829" "Belarus" 7 3 9 9 3 9 4 8 9 8
"2830" "Estonia" 1 1 10 10 1 10 1 1 1 7
"2831" "Georgia" 5 5 10 5 5 5 5 5 5 10
"2832" "Germany" 5 1 10 10 1 10 2 1 10 10
"2833" "Kazakhstan" 5 5 5 9 5 10 10 10 10 10
"2834" "Netherlands" 7 6 9 7 1 9 6 6 10 9
"2835" "Poland" 6 5 10 6 1 10 5 6 10 10
"2836" "Romania" 4 3 10 8 1 10 8 1 10 10
"2837" "Russia" 10 1 10 10 1 10 6 1 10 10
"2838" "Slovenia" 4 1 10 10 4 7 10 10 10 10
"2839" "Spain" 2 4 4 5 5 5 5 5 5 10
"2840" "Sweden" 10 1 10 10 1 10 1 1 10 10
"2841" "Turkey" 10 2 10 10 2 10 10 2 10 5
"2842" "Ukraine" 7 2 8 9 8 9 8 1 9 10
"2843" "Belarus" 5 4 5 5 5 5 5 5 5 5
"2844" "Estonia" 1 1 9 5 2 2 2 5 9 9
"2845" "Georgia" 1 1 10 5 1 9 5 2 9 10
"2846" "Germany" 7 1 10 8 1 10 8 1 10 10
"2847" "Kazakhstan" 7 4 8 8 4 8 8 6 8 10
"2848" "Netherlands" 8 3 8 8 8 8 5 7 10 10
"2849" "Poland" 3 1 10 10 4 10 10 1 10 10
"2850" "Romania" 10 3 10 10 8 8 2 5 10 10
"2851" "Russia" 10 1 10 10 1 10 10 1 10 1
"2852" "Slovenia" 5 5 10 7 1 1 5 1 1 10
"2853" "Spain" 7 1 10 10 1 8 8 8 10 10
"2854" "Sweden" 9 1 9 8 3 7 8 7 10 9
"2855" "Turkey" 10 1 10 10 10 10 10 1 10 10
"2856" "Ukraine" 5 1 10 10 8 10 10 10 10 9
"2857" "Belarus" 5 5 9 5 4 4 8 7 5 3
"2858" "Estonia" 8 3 7 7 4 8 5 3 7 7
"2859" "Georgia" 8 5 9 9 5 5 5 5 5 8
"2860" "Germany" 7 1 10 9 2 10 5 3 10 10
"2861" "Kazakhstan" 6 6 10 10 10 10 10 10 10 10
"2862" "Netherlands" 1 6 7 7 7 7 1 7 10 8
"2863" "Poland" 5 3 8 8 7 10 5 3 7 6
"2864" "Romania" 1 10 10 1 1 10 1 10 10 10
"2865" "Russia" 10 7 10 9 10 10 10 7 8 10
"2866" "Slovenia" 3 2 9 9 2 5 6 3 9 8
"2867" "Spain" 8 1 10 10 4 10 7 5 10 8
"2868" "Sweden" 7 1 3 7 1 9 1 1 10 10
"2869" "Turkey" 10 10 10 10 10 10 10 10 10 9
"2870" "Ukraine" 10 3 9 9 3 8 9 9 10 7
"2871" "Belarus" 4 6 4 4 8 7 8 7 6 5
"2872" "Estonia" 10 3 10 10 1 10 10 5 8 5
"2873" "Georgia" 8 1 10 10 8 10 7 6 10 10
"2874" "Germany" 9 4 10 10 3 9 9 1 10 9
"2875" "Kazakhstan" 4 4 9 9 2 3 3 3 7 9
"2876" "Netherlands" 8 1 8 8 3 8 7 1 9 8
"2877" "Poland" 7 2 10 5 1 10 8 5 10 10
"2878" "Romania" 5 5 10 5 10 10 10 10 10 10
"2879" "Russia" 8 7 5 6 6 7 8 7 7 10
"2880" "Slovenia" 5 6 5 6 5 6 5 6 5 5
"2881" "Spain" 7 1 10 10 1 10 7 10 10 10
"2882" "Sweden" 8 1 10 7 1 10 5 1 10 10
"2883" "Turkey" 10 3 10 10 1 1 10 5 10 10
"2884" "Ukraine" 8 6 9 8 7 6 9 7 7 6
"2885" "Belarus" 1 5 10 1 5 1 1 10 10 6
"2886" "Estonia" 9 3 10 10 3 10 10 3 10 10
"2887" "Georgia" 3 3 5 2 5 7 3 5 9 5
"2888" "Germany" 8 1 10 9 9 10 10 1 10 10
"2889" "Kazakhstan" 6 6 6 6 6 6 6 6 6 6
"2890" "Netherlands" 7 1 10 7 1 10 7 1 10 10
"2891" "Poland" 8 1 9 9 2 9 7 3 10 9
"2892" "Romania" 5 5 5 5 5 5 5 5 5 6
"2893" "Russia" 6 4 9 6 4 8 7 8 10 7
"2894" "Slovenia" 8 3 8 5 2 5 6 6 6 10
"2895" "Spain" 8 7 8 8 2 5 7 8 8 5
"2896" "Sweden" 8 1 10 10 1 10 1 4 10 7
"2897" "Turkey" 10 6 7 9 5 6 10 6 9 7
"2898" "Ukraine" 10 1 10 10 1 10 10 10 10 6
"2899" "Belarus" 7 6 9 6 3 5 7 6 8 6
"2900" "Estonia" 10 1 10 6 4 10 7 9 10 10
"2901" "Georgia" 10 3 10 10 5 10 4 10 4 10
"2902" "Germany" 10 1 10 10 1 10 7 1 10 10
"2903" "Kazakhstan" 6 6 6 6 6 6 6 6 6 6
"2904" "Netherlands" 8 1 10 3 8 3 1 1 10 9
"2905" "Poland" 7 6 10 8 2 10 7 7 10 10
"2906" "Romania" 10 2 10 8 1 9 9 9 10 10
"2907" "Russia" 7 1 9 9 4 9 8 4 10 8
"2908" "Slovenia" 10 1 10 5 1 5 10 6 8 8
"2909" "Spain" 10 5 10 10 1 8 9 6 10 10
"2910" "Sweden" 8 7 8 8 6 9 3 3 10 10
"2911" "Turkey" 10 1 10 10 10 10 10 10 10 8
"2912" "Ukraine" 10 6 5 10 5 10 10 3 10 6
"2913" "Belarus" 5 3 10 7 6 10 7 4 9 8
"2914" "Estonia" 8 5 9 9 5 8 8 7 5 9
"2915" "Georgia" 1 1 10 2 1 9 4 2 9 10
"2916" "Germany" 8 1 9 7 3 8 7 2 9 10
"2917" "Kazakhstan" 10 7 10 9 10 10 8 5 10 8
"2918" "Netherlands" 4 4 6 6 3 7 3 2 7 8
"2919" "Poland" 8 3 9 7 1 8 3 3 8 9
"2920" "Romania" 4 4 6 8 4 7 8 6 8 6
"2921" "Russia" 3 1 10 7 5 10 2 1 10 10
"2922" "Slovenia" 1 1 10 1 1 7 1 1 3 8
"2923" "Spain" 6 1 6 6 1 6 7 6 9 10
"2924" "Sweden" 10 1 10 10 10 10 4 2 10 10
"2925" "Turkey" 4 2 7 8 5 5 3 3 9 7
"2926" "Ukraine" 9 5 9 9 2 9 8 5 9 9
"2927" "Belarus" 4 4 9 6 6 9 6 1 10 7
"2928" "Estonia" 8 4 9 9 4 9 6 6 6 8
"2929" "Georgia" 5 8 2 2 5 2 2 5 2 5
"2930" "Germany" 6 10 10 8 1 10 2 10 10 10
"2931" "Kazakhstan" 10 5 10 7 1 10 5 1 10 10
"2932" "Netherlands" 2 2 9 8 1 9 1 3 10 10
"2933" "Poland" 3 1 8 8 3 10 10 10 10 8
"2934" "Romania" 7 3 2 10 8 7 2 10 10 10
"2935" "Russia" 10 6 9 10 1 10 10 3 10 9
"2936" "Slovenia" 3 3 10 7 4 8 7 7 9 8
"2937" "Spain" 3 2 10 8 3 10 6 6 10 10
"2938" "Sweden" 8 2 10 8 2 7 6 1 9 9
"2939" "Turkey" 8 8 8 7 1 10 5 5 10 10
"2940" "Ukraine" 10 1 10 10 10 10 5 1 10 10
"2941" "Belarus" 10 1 10 10 1 10 10 10 10 10
"2942" "Estonia" 10 4 10 8 1 9 10 3 6 10
"2943" "Georgia" 3 6 6 6 5 4 5 4 4 4
"2944" "Germany" 5 10 10 10 2 1 1 1 10 10
"2945" "Kazakhstan" 4 3 10 8 3 7 7 7 8 8
"2946" "Netherlands" 6 1 8 8 1 9 6 5 10 10
"2947" "Poland" 4 5 10 7 4 8 4 4 9 8
"2948" "Romania" 5 1 10 10 10 7 1 10 10 10
"2949" "Russia" 7 3 8 7 3 9 6 4 9 7
"2950" "Slovenia" 3 1 10 4 4 10 4 4 10 10
"2951" "Spain" 6 1 10 6 1 10 6 7 10 8
"2952" "Sweden" 1 1 10 1 1 10 1 1 10 10
"2953" "Turkey" 7 6 6 7 6 7 7 6 5 7
"2954" "Ukraine" 7 5 10 10 8 8 7 6 10 10
"2955" "Belarus" 6 5 8 6 5 7 6 6 5 7
"2956" "Estonia" 8 3 9 10 8 9 9 8 10 10
"2957" "Georgia" 2 2 10 9 1 2 2 8 10 10
"2958" "Germany" 8 2 8 9 1 8 6 3 9 10
"2959" "Kazakhstan" 10 2 10 9 1 10 9 2 8 10
"2960" "Netherlands" 8 1 9 8 9 8 5 3 10 8
"2961" "Poland" 1 1 10 4 1 8 2 1 10 10
"2962" "Romania" 10 8 10 5 10 10 10 10 10 10
"2963" "Russia" 5 1 10 10 1 10 10 5 10 10
"2964" "Slovenia" 3 7 8 8 3 7 5 2 9 10
"2965" "Spain" 6 1 10 8 1 10 5 5 10 10
"2966" "Sweden" 10 10 10 10 1 10 1 1 1 10
"2967" "Turkey" 5 6 6 7 3 4 6 7 8 7
"2968" "Ukraine" 10 1 10 10 1 10 10 10 10 5
"2969" "Belarus" 5 5 5 5 5 5 5 5 5 5
"2970" "Estonia" 3 5 9 7 1 8 10 1 8 5
"2971" "Georgia" 8 5 5 3 2 6 7 6 4 8
"2972" "Germany" 5 2 9 5 2 7 6 2 10 10
"2973" "Kazakhstan" 10 3 10 2 5 7 4 7 10 10
"2974" "Netherlands" 8 2 10 8 5 10 1 3 10 10
"2975" "Poland" 10 10 10 10 1 10 9 1 10 10
"2976" "Romania" 10 1 10 10 1 10 10 7 1 10
"2977" "Russia" 10 4 10 10 10 10 10 10 10 10
"2978" "Slovenia" 4 6 6 8 3 5 3 3 9 5
"2979" "Spain" 5 1 6 7 1 5 6 8 10 4
"2980" "Sweden" 10 7 10 10 10 6 10 10 10 10
"2981" "Turkey" 6 2 8 9 2 5 5 5 9 8
"2982" "Ukraine" 10 5 10 10 1 10 5 6 10 9
"2983" "Belarus" 9 4 9 9 4 8 9 9 10 5
"2984" "Estonia" 10 1 10 10 10 7 10 9 10 10
"2985" "Georgia" 3 3 7 7 6 7 7 2 9 8
"2986" "Germany" 5 1 10 6 1 4 4 1 10 10
"2987" "Kazakhstan" 9 6 8 9 7 8 7 8 6 8
"2988" "Netherlands" 7 1 8 8 4 8 8 5 9 7
"2989" "Poland" 4 4 10 8 1 10 4 4 10 10
"2990" "Romania" 10 10 10 5 10 10 10 10 10 10
"2991" "Russia" 10 8 10 10 1 10 10 7 10 10
"2992" "Slovenia" 8 1 9 9 1 8 9 9 9 8
"2993" "Spain" 3 1 10 10 2 10 3 5 10 10
"2994" "Sweden" 3 1 10 10 1 10 1 1 10 10
"2995" "Turkey" 10 1 10 10 3 10 10 3 10 6
"2996" "Ukraine" 9 1 9 10 4 9 8 8 7 9
"2997" "Belarus" 9 3 8 7 4 8 9 5 5 8
"2998" "Estonia" 8 6 8 10 8 10 10 8 8 8
